model_name,fold,final_accuracy,final_loss,best_accuracy,best_loss,epochs_trained,training_time_seconds,model_size_mb,timestamp,learning_rate,batch_size,weight_decay,warmup_steps,accuracy,precision,recall,f1_score,ham_precision,ham_recall,ham_f1_score,ham_support,spam_precision,spam_recall,spam_f1_score,spam_support,macro_avg_precision,macro_avg_recall,macro_avg_f1_score,macro_avg_support,weighted_avg_precision,weighted_avg_recall,weighted_avg_f1_score,weighted_avg_support,final_train_loss,final_train_accuracy,final_val_loss,final_val_accuracy
Mobilebert + Vit-Tiny,3,0.5172,1.0803,0.5172,0.8381,3,1782,115.58658599853516,2025-09-08T20:05:53.563282,0.0005,40,0.01,183,0.5172,0.2675,0.5172,0.3526,0.517162471395881,1.0,0.6817496229260935,3164.0,0.0,0.0,0.0,2954.0,0.2585812356979405,0.5,0.34087481146304677,6118.0,0.26745702182029546,0.517162471395881,0.35257531986566853,6118.0,0.9632,0.5193,1.0803,0.5172
Mobilebert + Vit-Tiny,4,0.534,0.693,0.534,0.693,3,1784,115.58658599853516,2025-09-08T20:35:38.546964,0.0005,40,0.01,183,0.534,0.2852,0.534,0.3718,0.5339980385746976,1.0,0.6962173681406499,3267.0,0.0,0.0,0.0,2851.0,0.2669990192873488,0.5,0.34810868407032497,6118.0,0.28515390520162426,0.5339980385746976,0.37177870900874527,6118.0,0.726,0.5091,0.693,0.534
Mobilebert + Vit-Tiny,5,0.4836,0.8982,0.4836,0.8868,3,1793,115.58658599853516,2025-09-08T21:05:32.470748,0.0005,40,0.01,183,0.4836,0.2338,0.4836,0.3152,0.0,0.0,0.0,3160.0,0.4835757476711881,1.0,0.6519057061026657,2959.0,0.24178787383559405,0.5,0.32595285305133287,6119.0,0.23384550373574858,0.4835757476711881,0.3152457892397104,6119.0,0.8217,0.4814,0.8982,0.4836
Tinybert + Beit,1,0.7229,0.4855,0.7229,0.4855,3,1334,409.04371643066406,2025-09-08T00:18:22.759190,0.0005,40,0.01,183,0.7229,0.7264,0.7229,0.7226,0.7574362606232294,0.6792632581771991,0.7162230035158212,3149.0,0.6933819064966606,0.7692825867295385,0.7293629251157592,2969.0,0.725409083559945,0.7242729224533688,0.7227929643157902,6118.0,0.7263513672917842,0.7229486760379209,0.7225996670055589,6118.0,0.5522,0.6868,0.4855,0.7229
Tinybert + Beit,2,0.7584,0.4613,0.7584,0.4613,3,1303,409.04371643066406,2025-09-08T00:40:05.888853,0.0005,40,0.01,183,0.7584,0.761,0.7584,0.7574,0.738328530259366,0.8180076628352491,0.7761284459254773,3132.0,0.7847432024169184,0.695914266577361,0.7376641817536386,2986.0,0.7615358663381422,0.756960964706305,0.7568963138395579,6118.0,0.7609820462878805,0.7584177835894083,0.7573552695905459,6118.0,0.5334,0.7058,0.4613,0.7584
Tinybert + Beit,3,0.7158,0.5277,0.7158,0.5277,3,1303,409.04371643066406,2025-09-08T01:01:49.379496,0.0005,40,0.01,183,0.7158,0.7161,0.7158,0.7158,0.7302100161550888,0.7142857142857143,0.7221600894711614,3164.0,0.7009593119417797,0.7173324306025728,0.7090513635603145,2954.0,0.7155846640484342,0.7158090724441435,0.715605726515738,6118.0,0.7160866784228046,0.7157567832625041,0.7158307046492193,6118.0,0.5867,0.6776,0.5277,0.7158
Tinybert + Beit,4,0.7473,0.4838,0.7473,0.4838,3,1307,409.04371643066406,2025-09-08T01:23:36.999482,0.0005,40,0.01,183,0.7473,0.7493,0.7473,0.7476,0.7796555086122847,0.7343128252219161,0.7563051702395964,3267.0,0.7145675764551135,0.7621887057172921,0.7376103190767141,2851.0,0.7471115425336992,0.7482507654696041,0.7469577446581552,6118.0,0.7493244045619258,0.7473030402092187,0.7475933329291392,6118.0,0.5474,0.7097,0.4838,0.7473
Tinybert + Beit,5,0.7495,0.4742,0.7495,0.4742,3,1312,409.04371643066406,2025-09-08T01:45:29.361203,0.0005,40,0.01,183,0.7495,0.7496,0.7495,0.7495,0.76032,0.7518987341772152,0.7560859188544152,3160.0,0.7381429525718103,0.7468739438999662,0.7424827817906938,2959.0,0.7492314762859051,0.7493863390385906,0.7492843503225546,6119.0,0.7495957177087738,0.7494688674620036,0.7495077716781524,6119.0,0.5381,0.7059,0.4742,0.7495
Tinybert + Deit,1,0.8944,0.1811,0.8944,0.1811,3,1576,384.97364044189453,2025-09-08T16:51:44.553129,0.0005,40,0.01,183,0.8944,0.8944,0.8944,0.8944,0.8986938515450781,0.8958399491902191,0.8972646310432572,3149.0,0.8898959382343068,0.8928932300437857,0.8913920645595158,2969.0,0.8942948948896925,0.8943665896170024,0.8943283478013865,6118.0,0.8944243182630122,0.8944099378881988,0.8944147373050703,6118.0,0.1874,0.8925,0.1811,0.8944
Tinybert + Deit,2,0.9184,0.1614,0.9184,0.1614,3,1558,384.97364044189453,2025-09-08T17:17:43.225860,0.0005,40,0.01,183,0.9184,0.919,0.9184,0.9184,0.9354945418458485,0.9029374201787995,0.918927701056052,3132.0,0.9017770597738287,0.934695244474213,0.9179411281039302,2986.0,0.9186358008098385,0.9188163323265063,0.9184344145799912,6118.0,0.9190381179381906,0.9184373978424322,0.9184461863723261,6118.0,0.1706,0.9104,0.1614,0.9184
Tinybert + Deit,3,0.9469,0.131,0.9469,0.131,3,1569,384.97364044189453,2025-09-08T17:43:52.560139,0.0005,40,0.01,183,0.9469,0.9476,0.9469,0.9469,0.9655624795014759,0.9304677623261695,0.9476903267342669,3164.0,0.9283154121863799,0.9644549763033176,0.946040179312635,2954.0,0.9469389458439279,0.9474613693147436,0.9468652530234509,6118.0,0.9475781975713037,0.946878064727035,0.9468935736313737,6118.0,0.1434,0.9408,0.131,0.9469
Tinybert + Deit,4,0.8822,0.203,0.8822,0.203,3,1569,384.97364044189453,2025-09-08T18:10:01.784615,0.0005,40,0.01,183,0.8822,0.8823,0.8822,0.882,0.8781937017231135,0.9048056320783594,0.8913010704055481,3267.0,0.8869912790697675,0.8561908102420204,0.8713189362841335,2851.0,0.8825924903964405,0.8804982211601899,0.8813100033448408,6118.0,0.8822933900224451,0.8821510297482837,0.8819893567115055,6118.0,0.213,0.8787,0.203,0.8822
Tinybert + Deit,5,0.8794,0.1972,0.8794,0.1972,3,1575,384.97364044189453,2025-09-08T18:36:17.081420,0.0005,40,0.01,183,0.8794,0.8812,0.8794,0.8791,0.8574380165289256,0.9193037974683544,0.8872938301771532,3160.0,0.9066276089344563,0.8367691787766137,0.8702987697715291,2959.0,0.882032812731691,0.878036488122484,0.8787962999743412,6119.0,0.8812249104540711,0.8793920575257395,0.8790754311347866,6119.0,0.2179,0.8689,0.1972,0.8794
Tinybert + Mobilevit,1,0.9645,0.1844,0.9645,0.1844,3,3279,76.02503204345703,2025-09-08T12:53:25.554304,0.0005,40,0.01,183,0.9645,0.9646,0.9645,0.9645,0.958411507191995,0.9733248650365195,0.9658106191901685,3149.0,0.9712328767123287,0.9552037723139104,0.9631516386483273,2969.0,0.9648221919521618,0.9642643186752149,0.9644811289192479,6118.0,0.9646335807627487,0.9645308924485125,0.9645202443570977,6118.0,0.1856,0.9727,0.1844,0.9645
Tinybert + Mobilevit,2,0.9618,0.1845,0.9618,0.1845,3,3316,76.02503204345703,2025-09-08T13:48:42.041566,0.0005,40,0.01,183,0.9618,0.9621,0.9618,0.9617,0.95,0.9766922094508301,0.9631612090680101,3132.0,0.9748102139406487,0.9460817146684528,0.960231135282121,2986.0,0.9624051069703243,0.9613869620596415,0.9616961721750655,6118.0,0.9621090714002576,0.9617522066034652,0.9617311338269731,6118.0,0.1807,0.9729,0.1845,0.9618
Tinybert + Mobilevit,3,0.965,0.184,0.965,0.184,3,3345,76.02503204345703,2025-09-08T14:44:27.359411,0.0005,40,0.01,183,0.965,0.9651,0.965,0.965,0.9612257661038149,0.9715549936788875,0.9663627790003144,3164.0,0.9691780821917808,0.9580230196343941,0.9635682669390535,2954.0,0.9652019241477978,0.9647890066566408,0.964965522969684,6118.0,0.9650654427504072,0.9650212487741092,0.9650134837030008,6118.0,0.1803,0.976,0.184,0.965
Tinybert + Mobilevit,4,0.9631,0.1821,0.9631,0.1821,3,3327,76.02503204345703,2025-09-08T15:39:55.510715,0.0005,40,0.01,183,0.9631,0.9631,0.9631,0.9631,0.9634257848217007,0.9675543311906948,0.9654856444715944,3267.0,0.9626365879450124,0.9579095054366888,0.960267229254571,2851.0,0.9630311863833565,0.9627319183136918,0.9628764368630827,6118.0,0.9630580175292133,0.9630598234717228,0.9630538527449298,6118.0,0.1776,0.9734,0.1821,0.9631
Tinybert + Mobilevit,5,0.9634,0.1686,0.9634,0.1686,3,2717,76.02503204345703,2025-09-08T16:25:13.436197,0.0005,40,0.01,183,0.9634,0.9634,0.9634,0.9634,0.9622166246851386,0.9670886075949368,0.9646464646464646,3160.0,0.964661909616038,0.9594457587022642,0.9620467638088783,2959.0,0.9634392671505883,0.9632671831486005,0.9633466142276714,6119.0,0.9633991051738674,0.9633927112273247,0.9633893123702073,6119.0,0.159,0.9772,0.1686,0.9634
Tinybert + Vit-Tiny,1,0.964,0.0951,0.964,0.0951,3,1049,76.55445098876953,2025-09-08T02:03:13.130117,0.0005,40,0.01,183,0.964,0.9641,0.964,0.964,0.9589470385459103,0.9717370593839314,0.9652996845425866,3149.0,0.9695934403826444,0.9558773997979118,0.9626865671641791,2969.0,0.9642702394642774,0.9638072295909216,0.9639931258533829,6118.0,0.9641136235497129,0.964040536122916,0.9640315666124638,6118.0,0.0924,0.9716,0.0951,0.964
Tinybert + Vit-Tiny,2,0.9748,0.0829,0.9748,0.0829,3,1054,76.55445098876953,2025-09-08T02:20:48.179820,0.0005,40,0.01,183,0.9748,0.9749,0.9748,0.9748,0.9697160883280758,0.9814814814814815,0.975563313233894,3132.0,0.980325644504749,0.9678499665103818,0.9740478597910347,2986.0,0.9750208664164124,0.9746657239959317,0.9748055865124643,6118.0,0.9748942731504926,0.9748283752860412,0.9748236689088894,6118.0,0.0817,0.9761,0.0829,0.9748
Tinybert + Vit-Tiny,3,0.9675,0.0957,0.9675,0.0957,3,1056,76.55445098876953,2025-09-08T02:38:24.445311,0.0005,40,0.01,183,0.9675,0.9675,0.9675,0.9675,0.9634260706470772,0.9740834386852086,0.9687254439729688,3164.0,0.9719081877355259,0.9603926878808395,0.9661161246381748,2954.0,0.9676671291913015,0.9672380632830241,0.9674207843055718,6118.0,0.9675215550993945,0.9674730304020922,0.967465566674018,6118.0,0.0813,0.975,0.0957,0.9675
Tinybert + Vit-Tiny,4,0.9796,0.0647,0.9796,0.0647,3,1045,76.55445098876953,2025-09-08T02:55:50.005854,0.0005,40,0.01,183,0.9796,0.9796,0.9796,0.9796,0.9833846153846154,0.9782675237220692,0.9808193954273439,3267.0,0.9752440725244073,0.98105927744651,0.9781430319986011,2851.0,0.9793143439545113,0.9796634005842896,0.9794812137129725,6118.0,0.9795911064446916,0.9795684864334749,0.9795722048200629,6118.0,0.0607,0.9848,0.0647,0.9796
Tinybert + Vit-Tiny,5,0.9809,0.0653,0.9809,0.0653,3,1046,76.55445098876953,2025-09-08T03:13:16.713096,0.0005,40,0.01,183,0.9809,0.9809,0.9809,0.9809,0.9804231133564888,0.9825949367088608,0.9815078236130867,3160.0,0.9813685636856369,0.9790469753295032,0.9802063948570462,2959.0,0.9808958385210629,0.9808209560191821,0.9808571092350664,6119.0,0.9808803102062926,0.9808792286321294,0.9808784842293437,6119.0,0.0624,0.9825,0.0653,0.9809
MMTD,1,,,,,3,,1029.2790613174438,2025-09-10 22:45:01,0.0005,40,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
MMTD,2,,,,,3,,1029.2790613174438,2025-09-10 22:45:01,0.0005,40,,,0.992,0.99,0.99,0.99,,,,,,,,,,,,,,,,,,,,
MMTD,3,,,,,3,,1029.2790613174438,2025-09-10 22:45:01,0.0005,40,,,0.999,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
MMTD,4,,,,,3,,1029.2790613174438,2025-09-10 22:45:01,0.0005,40,,,0.999,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
MMTD,5,,,,,3,,1029.2790613174438,2025-09-10 22:45:01,0.0005,40,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
